age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
All Ages, Self-emp-not-inc,229741,High School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,324546,Vocational School,10,Married, Machine-op-inspct, Husband,Western Origin, Male,0,0,39, United-States, <=50K
All Ages, Private,250647,Vocational School,10,Not-Married, Adm-clerical, Own-child,Western Origin, Male,0,0,12, United-States, <=50K
All Ages, Private,477106,High School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,104329,High School,7,Married, Sales, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,224566,Vocational School,10,Not-Married, Exec-managerial, Not-in-family,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,169841,Vocational School,10,Not-Married, Sales, Not-in-family,Western Origin, Female,0,0,55, United-States, <=50K
All Ages, Private,31368,Vocational School,10,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,132755,High School,7,Not-Married, Sales, Own-child,Western Origin, Male,0,0,15, United-States, <=50K
All Ages,,86143,High School,9,Married,Unknown, Husband,Non-Western Origin, Male,0,0,40, Philippines, <=50K
All Ages, State-gov,44172,High School,9,Married, Exec-managerial, Unmarried,Western Origin, Female,0,0,38, United-States, <=50K
All Ages, State-gov,93076,High School,9,Not-Married, Other-service, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,146653,Undergraduate School,13,Not-Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,20, United-States, <=50K
All Ages, Private,221366,Undergraduate School,13,Married, Prof-specialty, Husband,Western Origin, Male,5013,0,40, Germany, <=50K
All Ages, Private,189404,High School,9,Married, Other-service, Not-in-family,Western Origin, Male,0,0,35,, <=50K
All Ages, Private,172304,Vocational School,11,Married, Exec-managerial, Husband,Western Origin, Male,0,0,55, United-States, <=50K
All Ages, Private,116666,Vocational School,10,Not-Married, Sales, Own-child,Non-Western Origin, Male,0,0,8, India, <=50K
All Ages, Self-emp-not-inc,64112,Vocational School,10,Married, Farming-fishing, Husband,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,55718,Vocational School,10,Not-Married, Tech-support, Own-child,Western Origin, Male,0,0,25, United-States, <=50K
All Ages, Self-emp-not-inc,226505,High School,9,Not-Married, Other-service, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,211527,Undergraduate School,13,Not-Married, Adm-clerical, Not-in-family,Western Origin, Male,0,0,30, United-States, <=50K
All Ages, Private,175069,Vocational School,10,Not-Married, Adm-clerical, Own-child,Western Origin, Male,0,0,40, Yugoslavia, <=50K
All Ages, Private,25249,Vocational School,10,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,41809,Vocational School,10,Not-Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,141483,High School,9,Married, Sales, Wife,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Local-gov,117227,Graduate School,14,Not-Married, Prof-specialty, Unmarried,Western Origin, Female,0,0,45, United-States, <=50K
All Ages, Local-gov,167063,High School,9,Not-Married, Protective-serv, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,253759,Vocational School,10,Married, Tech-support, Wife,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,183096,Vocational School,10,Not-Married, Exec-managerial, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,269654,Undergraduate School,13,Not-Married, Sales, Not-in-family,Western Origin, Male,0,0,48, United-States, <=50K
All Ages,,293076,Vocational School,10,Married,Unknown, Husband,Western Origin, Male,0,0,30, United-States, <=50K
All Ages, Private,34104,Vocational School,10,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Self-emp-inc,369781,Middle School,4,Not-Married, Craft-repair, Unmarried,Western Origin, Male,0,0,25, United-States, <=50K
All Ages, Private,223811,Vocational School,11,Not-Married, Exec-managerial, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,163053,Undergraduate School,13,Not-Married, Sales, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,189461,High School,9,Not-Married, Sales, Other-relative,Western Origin, Male,0,0,55, United-States, <=50K
All Ages, Private,86310,Vocational School,10,Not-Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,45, United-States, <=50K
All Ages,,263224,High School,7,Not-Married,Unknown, Unmarried,Western Origin, Female,0,0,30, United-States, <=50K
All Ages, Private,301031,High School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,74966,Vocational School,11,Married, Adm-clerical, Wife,Western Origin, Female,0,0,24, United-States, <=50K
All Ages, Private,254493,Vocational School,10,Married, Sales, Husband,Western Origin, Male,0,0,44, United-States, <=50K
All Ages, Self-emp-not-inc,204241,Undergraduate School,13,Not-Married, Sales, Not-in-family,Western Origin, Male,0,0,45, United-States, <=50K
All Ages, Private,225024,High School,9,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Local-gov,148222,High School,9,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,132633,High School,9,Not-Married, Priv-house-serv, Not-in-family,Western Origin, Female,0,0,40,, <=50K
All Ages, Private,44780,Undergraduate School,12,Not-Married, Exec-managerial, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,86373,Undergraduate School,13,Married, Machine-op-inspct, Husband,Western Origin, Male,0,0,25, United-States, <=50K
All Ages, Local-gov,176753,High School,9,Married, Farming-fishing, Husband,Western Origin, Male,0,0,48, United-States, <=50K
All Ages, Private,164707,Undergraduate School,12,Not-Married, Exec-managerial, Unmarried,Western Origin, Female,2174,0,55,, <=50K
All Ages, Local-gov,370733,High School,9,Married, Adm-clerical, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,216851,High School,9,Not-Married, Machine-op-inspct, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,137951,High School,9,Not-Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,30, United-States, <=50K
All Ages, Private,185279,High School,9,Not-Married, Handlers-cleaners, Own-child,Western Origin, Male,0,0,16, United-States, <=50K
All Ages, Private,103233,Undergraduate School,13,Not-Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,63509,Vocational School,11,Married, Craft-repair, Husband,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,174353,High School,9,Not-Married, Exec-managerial, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,159724,Undergraduate School,13,Not-Married, Exec-managerial, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,105010,High School,9,Married, Farming-fishing, Husband,Western Origin, Male,0,2051,20, United-States, <=50K
All Ages, Private,179112,Undergraduate School,13,Not-Married, Prof-specialty, Own-child,Western Origin, Male,0,0,40,, <=50K
All Ages, Private,364913,High School,7,Married, Transport-moving, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,86492,High School,9,Not-Married, Transport-moving, Not-in-family,Western Origin, Male,0,0,87, United-States, <=50K
All Ages, Private,71305,High School,9,Married, Other-service, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Self-emp-inc,139127,Vocational School,10,Not-Married, Exec-managerial, Unmarried,Western Origin, Female,0,0,50, United-States, <=50K
All Ages, Private,301568,High School,8,Not-Married, Other-service, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,149044,Graduate School,14,Married, Prof-specialty, Husband,Non-Western Origin, Male,0,2057,60, China, <=50K
All Ages, Private,197344,High School,9,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,54, United-States, <=50K
All Ages, Private,32244,High School,7,Not-Married, Handlers-cleaners, Own-child,Western Origin, Male,594,0,30, United-States, <=50K
All Ages, Self-emp-not-inc,315406,High School,7,Married, Farming-fishing, Husband,Western Origin, Male,0,0,88, United-States, <=50K
All Ages, Private,196338,Middle School,5,Married, Priv-house-serv, Unmarried,Western Origin, Female,0,0,16, Mexico, <=50K
All Ages, Private,269243,Vocational School,10,Not-Married, Adm-clerical, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Federal-gov,215115,Undergraduate School,13,Not-Married, Tech-support, Own-child,Western Origin, Female,0,0,40,, <=50K
All Ages, Private,117767,Vocational School,10,Not-Married, Handlers-cleaners, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,176101,Undergraduate School,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,138283,Vocational School,11,Not-Married, Other-service, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,132320,High School,9,Not-Married, Transport-moving, Own-child,Western Origin, Male,0,0,45, United-States, <=50K
All Ages, Federal-gov,471452,Undergraduate School,13,Not-Married, Tech-support, Own-child,Western Origin, Male,0,0,8, United-States, <=50K
All Ages, Private,147653,Undergraduate School,13,Not-Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,73, United-States, <=50K
All Ages, Private,49179,Vocational School,10,Not-Married, Prof-specialty, Not-in-family,Western Origin, Male,0,0,35, United-States, <=50K
All Ages, Private,174921,Undergraduate School,13,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Self-emp-inc,95997,High School,9,Not-Married, Farming-fishing, Own-child,Western Origin, Male,0,0,70, United-States, <=50K
All Ages, Private,247245,Middle School,5,Not-Married, Other-service, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages,,95329,Vocational School,10,Not-Married,Unknown, Own-child,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,107882,High School,9,Not-Married, Sales, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,241825,Vocational School,10,Not-Married, Exec-managerial, Own-child,Western Origin, Male,0,0,46, United-States, <=50K
All Ages, Private,79443,High School,7,Not-Married, Other-service, Own-child,Western Origin, Male,0,0,8, United-States, <=50K
All Ages, Self-emp-not-inc,233059,High School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,226980,High School,8,Not-Married, Handlers-cleaners, Own-child,Western Origin, Male,0,0,17, United-States, <=50K
All Ages, Self-emp-not-inc,181087,Vocational School,11,Married, Craft-repair, Husband,Western Origin, Male,0,0,45, United-States, <=50K
All Ages, Private,83375,High School,9,Not-Married, Farming-fishing, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,115824,High School,7,Married, Handlers-cleaners, Husband,Western Origin, Male,0,1573,40, United-States, <=50K
All Ages, Private,177216,Vocational School,15,Married, Prof-specialty, Husband,Western Origin, Male,0,1740,40, Haiti, <=50K
All Ages, Private,228057,High School,9,Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, Puerto-Rico, <=50K
All Ages, Private,222848,High School,6,Married, Other-service, Wife,Western Origin, Female,0,0,32, United-States, <=50K
All Ages, Private,121111,High School,9,Married, Sales, Wife,Western Origin, Female,0,0,40, Greece, <=50K
All Ages, Private,298885,High School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,387430,High School,9,Not-Married, Other-service, Not-in-family,Western Origin, Male,0,0,18, United-States, <=50K
All Ages, Private,121972,High School,9,Not-Married, Other-service, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, State-gov,191355,Graduate School,14,Not-Married, Prof-specialty, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Federal-gov,112115,Vocational School,10,Not-Married, Craft-repair, Other-relative,Western Origin, Male,0,0,40, United-States, <=50K
All Ages,,104094,Vocational School,10,Married,Unknown, Husband,Western Origin, Male,0,0,15, United-States, <=50K
All Ages, Private,211032,Primary School,1,Married, Farming-fishing, Other-relative,Western Origin, Male,41310,0,24, Mexico, <=50K
All Ages, Private,199307,Vocational School,10,Not-Married, Craft-repair, Unmarried,Western Origin, Female,0,0,48, United-States, <=50K
All Ages, Private,205175,High School,9,Not-Married, Machine-op-inspct, Unmarried,Western Origin, Female,0,0,37, United-States, <=50K
All Ages, Private,257750,Vocational School,10,Not-Married, Sales, Other-relative,Western Origin, Female,0,0,25, United-States, <=50K
All Ages, Private,191260,High School,7,Not-Married, Other-service, Own-child,Western Origin, Male,594,0,10, United-States, <=50K
All Ages, Private,342730,Vocational School,10,Married, Sales, Husband,Western Origin, Male,0,0,52, United-States, <=50K
All Ages, Private,249983,Middle School,4,Not-Married, Other-service, Not-in-family,Western Origin, Female,0,0,24, United-States, <=50K
All Ages, Self-emp-not-inc,161508,High School,9,Not-Married, Craft-repair, Own-child,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,338376,Undergraduate School,13,Not-Married, Prof-specialty, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,133471,Vocational School,10,Not-Married, Exec-managerial, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,129177,High School,9,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,38, United-States, <=50K
All Ages, Private,178811,High School,9,Not-Married, Machine-op-inspct, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,178537,High School,9,Not-Married, Other-service, Not-in-family,Western Origin, Female,0,0,24, United-States, <=50K
All Ages, Self-emp-not-inc,235535,High School,9,Married, Exec-managerial, Husband,Western Origin, Male,0,0,48, United-States, <=50K
All Ages,,298155,Vocational School,10,Not-Married,Unknown, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,145114,High School,9,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,194096,Vocational School,10,Not-Married, Other-service, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, State-gov,191779,Vocational School,10,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,159732,High School,9,Not-Married, Machine-op-inspct, Not-in-family,Western Origin, Male,0,0,52, United-States, <=50K
All Ages, Private,104719,Vocational School,10,Married, Handlers-cleaners, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,403552,High School,9,Not-Married, Other-service, Not-in-family,Western Origin, Male,0,0,32, United-States, <=50K
All Ages, Private,179313,High School,6,Not-Married, Sales, Unmarried,Western Origin, Female,0,0,30, United-States, <=50K
All Ages, Private,51961,High School,8,Not-Married, Sales, Other-relative,Western Origin, Male,0,0,51, United-States, <=50K
All Ages, Private,426001,High School,9,Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,20, Puerto-Rico, <=50K
All Ages, Local-gov,176493,Vocational School,10,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,17, United-States, <=50K
All Ages, Private,124068,Vocational School,10,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,20, United-States, <=50K
All Ages, Private,108510,High School,6,Married, Sales, Husband,Western Origin, Male,0,0,65, United-States, <=50K
All Ages, Private,181528,Graduate School,14,Not-Married, Exec-managerial, Not-in-family,Western Origin, Female,0,0,43, United-States, <=50K
All Ages, Private,169699,High School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,126849,High School,6,Married, Transport-moving, Husband,Non-Western Origin, Male,0,0,20, United-States, <=50K
All Ages, State-gov,116367,Vocational School,10,Not-Married, Adm-clerical, Other-relative,Western Origin, Female,4650,0,40, United-States, <=50K
All Ages, Private,117363,Undergraduate School,13,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,35, United-States, <=50K
All Ages, Local-gov,106297,High School,9,Not-Married, Adm-clerical, Own-child,Western Origin, Male,0,0,42, United-States, <=50K
All Ages, Self-emp-not-inc,108933,High School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,35, United-States, <=50K
All Ages, Private,190143,Undergraduate School,13,Married, Sales, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,246677,High School,9,Married, Prof-specialty, Unmarried,Western Origin, Female,0,0,38, United-States, <=50K
All Ages, Local-gov,210259,Graduate School,14,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,166304,High School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,33, United-States, <=50K
All Ages, Private,49308,Undergraduate School,13,Not-Married, Prof-specialty, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,192262,Undergraduate School,13,Not-Married, Sales, Own-child,Western Origin, Male,0,0,45, United-States, <=50K
All Ages, Local-gov,192349,Graduate School,14,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,4650,0,40, United-States, <=50K
All Ages, Local-gov,215175,Graduate School,14,Married, Prof-specialty, Husband,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,464536,Undergraduate School,13,Married, Other-service, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,451996,High School,9,Not-Married, Sales, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,138852,High School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, State-gov,353012,High School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,324506,High School,9,Not-Married, Exec-managerial, Unmarried,Non-Western Origin, Female,0,0,48, South, <=50K
All Ages, Private,162256,High School,9,Not-Married, Exec-managerial, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Local-gov,356689,Undergraduate School,13,Married, Prof-specialty, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,260199,High School,9,Not-Married, Adm-clerical, Own-child,Western Origin, Female,0,0,10, United-States, <=50K
All Ages, Private,103605,High School,9,Married, Handlers-cleaners, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,316211,High School,9,Not-Married, Craft-repair, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,334427,High School,6,Not-Married, Farming-fishing, Own-child,Western Origin, Male,0,0,36, United-States, <=50K
All Ages, Private,213226,High School,9,Not-Married, Sales, Not-in-family,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,342824,High School,9,Not-Married, Tech-support, Not-in-family,Western Origin, Female,1151,0,40, United-States, <=50K
All Ages, Private,33105,Vocational School,10,Not-Married, Handlers-cleaners, Own-child,Non-Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,147638,Undergraduate School,13,Married, Other-service, Unmarried,Non-Western Origin, Female,0,0,36, Philippines, <=50K
All Ages, Private,315643,High School,9,Married, Other-service, Husband,Western Origin, Male,0,0,30, United-States, <=50K
All Ages, Federal-gov,106257,Undergraduate School,12,Married, Tech-support, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,342768,High School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,108960,High School,7,Married, Machine-op-inspct, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages,,168071,High School,9,Married,Unknown, Husband,Western Origin, Male,0,0,30, United-States, <=50K
All Ages, Private,136935,High School,9,Not-Married, Other-service, Unmarried,Western Origin, Female,0,0,13, United-States, <=50K
All Ages, Private,202496,Undergraduate School,13,Married, Handlers-cleaners, Husband,Western Origin, Male,0,0,37, United-States, <=50K
All Ages, Self-emp-inc,134768,Vocational School,10,Married, Sales, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,175686,Vocational School,10,Not-Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,194748,High School,9,Not-Married, Transport-moving, Not-in-family,Western Origin, Female,0,0,49, United-States, <=50K
All Ages, Private,61307,Middle School,4,Married, Machine-op-inspct, Husband,Non-Western Origin, Male,0,0,38, United-States, <=50K
All Ages, Private,325658,High School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages,,201844,High School,9,Married,Unknown, Unmarried,Western Origin, Female,0,0,40, Mexico, <=50K
All Ages, Private,505980,Vocational School,10,Not-Married, Sales, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,185336,Vocational School,10,Not-Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,37, United-States, <=50K
All Ages, Private,126829,Vocational School,10,Not-Married, Sales, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,264600,High School,6,Married, Adm-clerical, Husband,Western Origin, Male,0,0,45, United-States, <=50K
All Ages, Private,82743,Undergraduate School,12,Not-Married, Transport-moving, Not-in-family,Western Origin, Male,0,0,55, Iran, <=50K
All Ages, Private,128487,High School,9,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,10, United-States, <=50K
All Ages, Private,128220,Middle School,4,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,35, United-States, <=50K
All Ages, Private,176814,Vocational School,10,Married, Craft-repair, Husband,Western Origin, Male,0,0,50, Canada, <=50K
All Ages, State-gov,156423,Undergraduate School,13,Not-Married, Prof-specialty, Own-child,Western Origin, Female,0,0,20, United-States, <=50K
All Ages,,157289,High School,9,Married,Unknown, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,171424,Vocational School,10,Not-Married, Machine-op-inspct, Not-in-family,Western Origin, Male,0,2205,35, United-States, <=50K
All Ages, Private,91811,High School,9,Married, Transport-moving, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,203924,Vocational School,10,Not-Married, Adm-clerical, Not-in-family,Western Origin, Male,2597,0,45, United-States, <=50K
All Ages, Private,177484,High School,7,Married, Other-service, Husband,Western Origin, Male,0,1672,40, United-States, <=50K
All Ages,,454614,High School,7,Not-Married,Unknown, Own-child,Western Origin, Female,0,0,8, United-States, <=50K
All Ages, Self-emp-not-inc,242108,High School,9,Not-Married, Sales, Not-in-family,Western Origin, Male,2346,0,15, United-States, <=50K
All Ages, Private,132972,Middle School,5,Not-Married, Machine-op-inspct, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,157947,High School,9,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages,,203834,Undergraduate School,13,Not-Married,Unknown, Not-in-family,Non-Western Origin, Female,0,0,50, Taiwan, <=50K
All Ages, Private,110442,High School,9,Married, Handlers-cleaners, Husband,Western Origin, Male,0,0,45, United-States, <=50K
All Ages, Private,240676,Vocational School,10,Not-Married, Tech-support, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,192939,High School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Local-gov,260696,Undergraduate School,13,Not-Married, Prof-specialty, Unmarried,Western Origin, Female,0,0,55, United-States, <=50K
All Ages, Local-gov,55363,High School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Local-gov,357954,Undergraduate School,12,Not-Married, Tech-support, Not-in-family,Western Origin, Male,0,0,20, United-States, <=50K
All Ages,,170038,Vocational School,10,Not-Married,Unknown, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,190290,High School,9,Married, Farming-fishing, Husband,Western Origin, Male,0,0,40, Italy, <=50K
All Ages, State-gov,203279,Vocational School,15,Not-Married, Prof-specialty, Not-in-family,Non-Western Origin, Male,2463,0,50, India, <=50K
All Ages, Private,138845,Vocational School,10,Married, Transport-moving, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages,,161930,High School,9,Not-Married,Unknown, Own-child,Western Origin, Female,0,1504,30, United-States, <=50K
All Ages, Private,55743,High School,9,Not-Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,30, United-States, <=50K
All Ages, Self-emp-not-inc,117721,High School,9,Married, Farming-fishing, Husband,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Self-emp-not-inc,116385,High School,7,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,301867,High School,9,Married, Farming-fishing, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,123983,Vocational School,10,Married, Sales, Own-child,Non-Western Origin, Male,0,0,63, South, <=50K
All Ages, Private,165510,Undergraduate School,13,Not-Married, Farming-fishing, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,183513,High School,9,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,25, United-States, <=50K
All Ages, Private,110171,High School,9,Not-Married, Handlers-cleaners, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Local-gov,359259,High School,9,Married, Other-service, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,125796,High School,7,Married, Other-service, Not-in-family,Western Origin, Female,0,0,40, Jamaica, <=50K
All Ages, Private,39609,Vocational School,11,Not-Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,120066,Vocational School,10,Married, Craft-repair, Husband,Non-Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,132633,High School,7,Not-Married, Priv-house-serv, Unmarried,Western Origin, Female,0,0,25, Guatemala, <=50K
All Ages, Private,192702,Graduate School,14,Not-Married, Craft-repair, Not-in-family,Western Origin, Female,0,0,50, United-States, <=50K
All Ages, Private,166813,Vocational School,10,Married, Sales, Husband,Western Origin, Male,0,0,55, United-States, <=50K
All Ages, Self-emp-inc,40444,Vocational School,10,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,290504,High School,9,Not-Married, Other-service, Other-relative,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,178505,Vocational School,10,Not-Married, Exec-managerial, Other-relative,Western Origin, Female,0,1504,45, United-States, <=50K
All Ages, Private,175370,Vocational School,10,Not-Married, Machine-op-inspct, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages,,234542,Vocational School,11,Not-Married,Unknown, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,284021,High School,9,Not-Married, Sales, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,277974,Vocational School,10,Not-Married, Sales, Own-child,Western Origin, Male,0,0,35, United-States, <=50K
All Ages, Private,111275,High School,9,Not-Married, Other-service, Unmarried,Western Origin, Female,0,0,38, United-States, <=50K
All Ages, Private,125527,Vocational School,10,Not-Married, Sales, Not-in-family,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,38294,High School,9,Not-Married, Handlers-cleaners, Other-relative,Western Origin, Male,2597,0,40, United-States, <=50K
All Ages, Private,198660,Undergraduate School,13,Married, Sales, Husband,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,216116,High School,9,Married, Other-service, Not-in-family,Western Origin, Female,0,0,40, Jamaica, <=50K
All Ages, Private,200922,Middle School,4,Not-Married, Machine-op-inspct, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,406603,High School,9,Not-Married, Other-service, Not-in-family,Western Origin, Male,0,0,6, Iran, <=50K
All Ages, Local-gov,248344,Vocational School,10,Not-Married, Other-service, Not-in-family,Western Origin, Male,0,0,30, United-States, <=50K
All Ages, Private,314310,Graduate School,14,Married, Prof-specialty, Husband,Western Origin, Male,0,0,45, United-States, <=50K
